Fill,5
3,20,8,0
3,17,12,0
3,24,1,0
3,17,5,0
3,31,-1,0
3,20,0,0
3,34,-2,0
3,24,9,0
3,29,-3,0
3,21,6,0
3,29,11,0
3,29,4,0
3,22,11,0
3,22,-3,0
3,16,7,0
3,14,-1,0
17,29,4,2
3,14,3,0
15,19,2,2
3,32,-3,0
3,19,2,0
3,31,3,0
3,15,9,0
3,12,10,0
17,22,4,2
3,30,5,0
3,22,4,0
3,28,9,0
3,32,9,0
3,15,10,0
3,13,5,0
3,15,1,0
3,19,11,0
3,26,5,0
11,26,5,1
3,28,1,0
3,18,4,0
3,32,1,0
3,13,11,0
17,23,2,2
3,10,6,0
14,27,3,2
3,23,2,0
3,27,3,0
3,9,6,0
3,11,11,0
3,33,0,0
3,12,7,0
3,17,-1,0
3,16,2,0
11,31,-2,1
3,20,7,0
3,34,-1,0
3,31,-2,0
3,26,-3,0
17,34,-1,2
3,31,10,0
3,17,8,0
15,24,6,2
3,24,6,0
3,21,5,0
3,11,9,0
3,17,0,0
3,30,10,0
3,29,7,0
16,30,-2,2
3,25,4,0
3,30,-2,0
9,27,0,1
17,27,-2,2
3,27,0,0
3,27,-2,0
3,31,4,0
3,19,3,0
3,23,9,0
3,28,6,0
3,12,11,0
3,13,0,0
17,22,3,2
3,30,6,0
3,22,3,0
3,26,11,0
11,30,6,1
3,15,4,0
3,26,2,0
3,16,10,0
16,26,2,2
15,18,5,2
3,13,8,0
3,18,5,0
3,15,-1,0
3,32,2,0
3,20,-1,0
17,27,8,2
3,27,8,0
3,14,6,0
3,23,1,0
3,27,10,0
3,25,5,0
17,33,1,2
3,33,1,0
3,12,8,0
3,31,-3,0
3,16,1,0
3,20,6,0
3,17,10,0
3,17,7,0
11,26,-2,1
3,26,-2,0
3,21,4,0
3,24,7,0
3,30,11,0
3,16,9,0
15,29,6,2
3,30,-3,0
3,11,10,0
3,29,6,0
3,27,1,0
3,19,4,0
3,21,-3,0
3,27,-3,0
16,31,5,2
3,23,8,0
3,31,5,0
3,28,7,0
3,21,11,0
3,18,12,0
3,26,10,0
13,22,2,2
3,30,7,0
3,22,2,0
3,26,3,0
3,13,7,0
3,18,6,0
3,15,3,0
3,20,10,0
3,32,3,0
3,20,-2,0
3,12,12,0
3,16,-1,0
11,32,3,1
3,27,9,0
3,23,0,0
3,27,11,0
13,27,1,2
3,14,5,0
