Fill,6
7,2,7,0
1,22,19,0
1,4,-25,0
5,-3,7,0
5,12,2,0
1,24,20,0
5,3,-33,0
0,-6,-19,0
8,16,7,1
0,16,7,0
5,7,-28,0
1,3,5,0
1,4,10,0
0,-7,-19,0
0,15,9,0
1,-2,9,0
5,32,19,0
0,2,-20,0
10,15,9,1
4,18,14,0
5,12,18,0
3,26,5,0
0,-5,-18,0
5,28,1,0
2,2,-4,0
4,10,6,0
3,27,3,0
1,5,1,0
7,-1,-17,0
7,-2,-1,0
7,0,-32,0
1,28,14,0
7,6,3,0
7,0,-2,0
1,-4,-29,0
7,4,3,0
1,31,10,0
5,-7,1,0
6,25,15,0
1,33,13,0
1,7,1,0
7,-2,-19,0
7,-1,-28,0
2,-6,3,0
5,31,4,0
5,-4,-5,0
0,19,3,0
1,27,18,0
6,23,9,0
6,21,12,0
4,13,14,0
5,13,0,0
0,5,-23,0
0,30,6,0
1,10,16,0
2,26,11,0
0,-4,-18,0
7,-1,-9,0
5,1,-34,0
6,23,15,0
4,18,5,0
1,15,17,0
12,3,-24,2
5,-5,5,0
1,3,-24,0
3,25,5,0
7,0,-10,0
1,8,14,0
0,6,-24,0
0,17,7,0
1,5,-1,0
0,1,-21,0
5,11,2,0
8,17,7,1
0,4,-23,0
5,30,19,0
2,24,7,0
0,2,9,0
5,-3,9,0
5,12,0,0
10,16,9,1
0,16,9,0
5,7,-26,0
1,17,18,0
0,11,10,0
5,27,1,0
1,3,7,0
5,1,-10,0
7,0,-21,0
2,18,12,0
0,2,-22,0
3,26,3,0
7,4,5,0
1,6,1,0
5,6,11,0
1,20,18,0
3,10,4,0
7,5,3,0
0,1,-24,0
7,-1,-15,0
0,0,6,0
5,-5,-2,0
4,8,13,0
0,17,2,0
5,6,9,0
2,3,-3,0
0,6,-23,0
5,23,21,0
7,0,-19,0
1,31,12,0
5,-8,-17,0
5,-9,-22,0
5,-7,3,0
5,30,16,0
5,3,-15,0
4,16,4,0
7,-2,-20,0
0,7,7,0
5,7,18,0
0,14,12,0
5,1,11,0
1,21,18,0
7,-1,-26,0
2,23,7,0
4,10,14,0
2,18,11,0
5,-3,10,0
0,8,5,0
2,26,13,0
0,-8,-28,0
8,15,6,1
4,15,6,0
5,1,-13,0
6,22,9,0
1,3,-26,0
0,14,8,0
3,9,3,0
7,-1,0,0
5,10,1,0
5,-7,-31,0
1,17,16,0
5,5,11,0
1,-3,-17,0
0,24,5,0
5,-4,-33,0
5,34,14,0
1,-4,-24,0
1,4,-21,0
5,29,15,0
0,3,0,0
6,22,15,0
5,-6,-15,0
0,29,8,0
1,25,18,0
5,27,21,0
3,25,3,0
1,31,7,0
5,7,-2,0
7,-1,-2,0
0,-3,-28,0
0,2,2,0
5,16,19,0
4,13,15,0
5,26,1,0
1,30,9,0
0,5,-19,0
5,-3,-9,0
0,1,4,0
7,-2,-31,0
1,-6,-26,0
5,-8,-19,0
0,1,-26,0
5,18,20,0
7,-1,-13,0
5,6,7,0
6,21,9,0
4,8,11,0
4,17,4,0
5,31,14,0
5,3,-5,0
0,6,-21,0
5,-9,-20,0
0,5,-28,0
4,16,6,0
0,3,-17,0
1,28,18,0
0,14,10,0
5,33,17,0
7,7,5,0
5,30,14,0
1,19,20,0
8,16,6,1
7,-1,-24,0
4,22,7,0
11,15,8,1
0,15,8,0
0,8,3,0
5,1,-15,0
2,21,16,0
11,10,12,1
0,10,12,0
2,26,15,0
2,-2,0,0
5,9,1,0
5,7,-19,0
0,3,-28,0
0,23,5,0
0,4,-30,0
2,-1,2,0
4,17,14,0
0,-4,-31,0
0,2,-30,0
5,34,12,0
1,4,0,0
13,-4,-26,2
5,5,13,0
0,24,3,0
1,-4,-26,0
1,29,17,0
5,-3,-15,0
2,22,17,0
5,25,1,0
7,3,2,0
5,-6,-17,0
0,-7,-20,0
1,31,9,0
5,7,16,0
7,-1,-4,0
0,2,4,0
5,-5,-31,0
1,13,17,0
6,23,10,0
5,-4,-15,0
4,9,11,0
5,5,-17,0
1,32,7,0
5,-3,-7,0
0,18,2,0
0,-3,-26,0
7,1,6,0
0,-6,-28,0
7,0,8,0
1,14,16,0
0,0,2,0
2,-3,0,0
6,20,9,0
0,1,-28,0
7,-1,-11,0
5,-2,11,0
7,0,-15,0
1,31,16,0
5,2,11,0
5,-9,-26,0
1,-5,-20,0
5,1,-8,0
4,21,7,0
3,30,12,0
7,-2,-24,0
4,14,4,0
1,-1,4,0
1,24,18,0
4,8,9,0
0,3,-19,0
7,-1,-22,0
0,15,11,0
0,28,8,0
4,22,5,0
0,-8,-24,0
0,1,-17,0
7,0,-26,0
6,19,9,0
0,10,10,0
2,-2,2,0
4,13,6,0
4,9,7,0
2,26,17,0
5,15,2,0
17,26,17,2
2,27,12,0
0,23,3,0
7,-2,-13,0
0,2,-17,0
2,17,12,0
5,33,7,0
5,5,-30,0
7,-1,-35,0
5,24,1,0
5,-6,-1,0
5,-3,-13,0
1,-4,-20,0
3,29,11,0
3,29,4,0
1,4,-2,0
6,22,11,0
0,-7,-22,0
1,7,14,0
1,32,11,0
0,-6,-22,0
0,2,-28,0
5,-5,-33,0
1,32,9,0
6,20,12,0
6,19,11,0
5,-3,-5,0
0,-3,-24,0
4,16,15,0
1,6,-1,0
1,5,9,0
4,9,13,0
2,1,0,0
5,-2,-35,0
4,14,14,0
0,16,2,0
7,0,4,0
5,-5,-4,0
2,20,7,0
1,31,18,0
7,0,-17,0
0,-5,-22,0
0,4,-19,0
5,-9,-24,0
0,7,9,0
2,-4,0,0
4,21,5,0
5,1,-6,0
7,-2,-22,0
3,30,10,0
2,-3,2,0
1,-1,6,0
2,24,16,0
0,28,6,0
3,12,11,0
1,1,-19,0
7,0,-28,0
7,-1,-20,0
0,22,3,0
0,-8,-26,0
4,15,4,0
1,-2,4,0
0,8,7,0
3,13,8,0
1,26,19,0
1,0,10,0
7,-2,-11,0
5,30,21,0
7,27,8,0
8,14,6,1
0,9,5,0
4,14,6,0
1,27,10,0
5,23,1,0
1,2,-19,0
0,12,8,0
0,-7,-24,0
7,-1,-33,0
10,17,10,1
5,6,-3,0
5,11,18,0
2,17,10,0
5,34,16,0
13,-4,-22,2
5,20,21,0
5,-3,-11,0
0,-4,-22,0
1,29,13,0
1,33,9,0
6,22,13,0
0,29,6,0
1,25,20,0
1,32,13,0
0,7,12,0
1,16,17,0
0,2,0,0
2,-3,-3,0
6,20,10,0
2,19,13,0
0,-3,-22,0
7,-2,-33,0
1,9,15,0
0,1,2,0
1,-6,-24,0
17,-6,-24,2
4,20,5,0
5,11,-1,0
7,0,-11,0
12,-7,-27,2
0,-7,-27,0
1,11,17,0
5,34,8,0
1,-5,-24,0
2,-4,2,0
4,11,7,0
0,3,-30,0
0,21,3,0
5,-3,-10,0
0,4,-28,0
4,12,5,0
1,-3,4,0
1,3,8,0
0,2,-25,0
7,0,-22,0
0,-1,8,0
1,32,16,0
0,10,9,0
5,25,21,0
6,24,14,0
5,-9,-19,0
1,-2,6,0
3,28,4,0
5,22,1,0
2,-3,-2,0
1,18,19,0
1,6,0,0
1,4,6,0
0,-3,-21,0
5,-1,11,0
0,26,8,0
4,20,15,0
5,6,14,0
5,4,-17,0
0,16,12,0
0,12,13,0
1,29,20,0
7,27,6,0
7,5,4,0
1,28,11,0
7,0,-9,0
5,0,-35,0
2,25,10,0
7,-1,-31,0
0,-3,-32,0
1,33,12,0
7,-2,-8,0
2,1,-3,0
7,-2,-27,0
5,7,-23,0
4,19,6,0
1,27,17,0
0,7,10,0
4,15,14,0
1,13,1,0
0,5,-22,0
2,18,8,0
5,5,-4,0
4,19,15,0
2,23,16,0
5,30,20,0
2,-5,0,0
1,9,17,0
7,-2,-16,0
5,9,-1,0
5,-6,-31,0
2,25,8,0
0,20,3,0
0,2,-16,0
5,14,18,0
5,-7,-29,0
4,11,15,0
7,0,-13,0
1,-4,4,0
5,-9,-28,0
4,11,5,0
5,5,-31,0
5,21,1,0
5,3,-32,0
5,6,-18,0
1,21,20,0
1,-5,-26,0
0,4,-26,0
5,-3,6,0
0,12,3,0
0,2,-27,0
0,-7,-18,0
7,0,-24,0
1,-2,8,0
5,32,18,0
1,18,17,0
3,28,2,0
2,2,-1,0
0,26,6,0
4,9,9,0
4,16,14,0
5,-5,-15,0
1,4,8,0
4,12,15,0
6,20,13,0
5,4,-15,0
4,10,7,0
6,24,12,0
7,5,6,0
3,27,4,0
7,0,-7,0
6,25,12,0
1,33,10,0
0,-3,-30,0
7,-2,-6,0
5,29,2,0
2,1,-1,0
5,4,-4,0
7,-2,-25,0
1,-6,-20,0
1,28,20,0
3,14,1,0
1,22,20,0
5,-6,0,0
5,7,-21,0
0,15,12,0
5,30,3,0
0,5,-20,0
2,19,8,0
0,13,3,0
5,6,-29,0
1,19,17,0
5,3,11,0
1,23,18,0
0,-8,-21,0
2,27,15,0
2,-5,2,0
7,-2,-14,0
0,25,6,0
0,11,13,0
7,1,8,0
0,-4,-30,0
1,8,17,0
5,20,1,0
5,8,-1,0
1,1,-20,0
8,17,6,1
5,5,14,0
4,17,6,0
3,11,3,0
2,24,8,0
1,4,-24,0
7,2,6,0
1,-5,-28,0
1,12,1,0
5,24,21,0
1,22,18,0
5,-3,8,0
5,17,19,0
10,16,8,1
0,16,8,0
5,7,-29,0
0,-6,-18,0
3,27,2,0
5,4,11,0
0,2,-21,0
4,18,15,0
3,26,4,0
5,6,10,0
1,12,17,0
0,-5,-17,0
2,2,-3,0
5,12,-1,0
1,20,19,0
0,-6,-29,0
0,10,5,0
6,24,10,0
15,5,0,2
7,0,-5,0
7,0,-31,0
1,5,0,0
1,28,15,0
0,2,-32,0
1,-4,-28,0
7,6,4,0
7,4,2,0
5,34,10,0
5,7,2,0
6,25,14,0
7,3,4,0
5,33,16,0
7,-2,-4,0
7,-1,-6,0
2,-6,2,0
0,19,2,0
1,19,19,0
1,8,0,0
0,30,5,0
6,21,13,0
0,1,-31,0
1,-4,-17,0
0,5,-26,0
6,23,12,0
0,3,-21,0
4,18,4,0
0,13,11,0
1,15,18,0
0,6,-27,0
2,-4,-2,0
5,-5,4,0
0,11,11,0
2,3,-1,0
0,6,-25,0
1,11,1,0
1,8,15,0
0,1,-22,0
0,17,8,0
1,30,18,0
0,24,6,0
0,4,-22,0
0,2,8,0
5,7,-27,0
3,25,4,0
1,17,17,0
5,1,-11,0
1,3,6,0
7,0,-20,0
1,7,0,0
0,2,-23,0
2,18,13,0
3,26,2,0
0,16,10,0
0,-5,-19,0
7,4,4,0
10,16,10,1
0,6,12,0
5,2,-5,0
2,20,17,0
3,10,3,0
7,5,2,0
7,-2,-29,0
1,28,13,0
5,2,-34,0
7,0,-33,0
0,-3,-19,0
5,26,21,0
3,31,11,0
1,6,2,0
7,0,-3,0
5,-7,2,0
2,25,16,0
7,-2,-2,0
1,33,14,0
7,-1,-18,0
7,-1,-8,0
4,19,4,0
5,-6,4,0
5,7,-25,0
7,-2,-18,0
2,23,8,0
5,31,5,0
2,-4,-4,0
1,27,19,0
17,23,8,2
6,21,11,0
1,10,17,0
11,13,13,1
2,26,10,0
0,13,13,0
0,-4,-19,0
0,30,7,0
0,5,-24,0
5,10,-1,0
0,1,-33,0
4,18,6,0
1,5,-2,0
6,23,14,0
1,15,16,0
7,-1,-29,0
0,3,-23,0
4,17,15,0
1,5,10,0
1,-3,-18,0
0,24,4,0
5,-4,-34,0
5,34,15,0
1,29,16,0
1,29,9,0
0,-4,-23,0
2,25,17,0
1,27,20,0
0,25,2,0
1,4,-20,0
6,22,14,0
5,31,6,0
5,7,17,0
7,-1,-3,0
1,7,-1,0
1,13,16,0
0,-3,-29,0
0,30,8,0
0,2,1,0
0,5,-18,0
7,-2,-32,0
0,1,3,0
0,-6,-25,0
7,-1,-16,0
7,0,5,0
5,-5,-3,0
2,3,-2,0
1,31,13,0
5,6,8,0
4,8,12,0
5,18,21,0
1,11,0,0
5,-9,-23,0
0,6,-22,0
7,0,-1,0
1,23,20,0
0,1,-23,0
1,30,17,0
5,-7,4,0
5,17,1,0
1,28,19,0
0,16,3,0
7,7,6,0
1,1,10,0
0,14,13,0
5,1,-12,0
16,21,17,2
7,-1,-27,0
4,10,15,0
2,18,10,0
4,15,5,0
2,26,12,0
0,8,4,0
0,-8,-27,0
2,21,17,0
8,15,5,1
3,13,9,0
3,9,2,0
4,22,8,0
17,3,-25,2
0,23,6,0
8,14,7,1
0,14,7,0
5,-7,-30,0
5,10,2,0
1,3,-25,0
5,-1,-36,0
0,17,13,0
1,-3,-16,0
0,-4,-32,0
0,2,-31,0
5,34,13,0
1,29,18,0
5,5,12,0
0,24,2,0
1,-4,-25,0
2,22,16,0
5,-6,-16,0
1,-7,-21,0
1,25,19,0
0,3,1,0
1,31,8,0
5,7,15,0
7,-1,-5,0
1,32,10,0
0,2,3,0
0,-3,-27,0
0,-5,-30,0
5,13,18,0
6,23,11,0
0,5,-27,0
5,32,6,0
4,9,10,0
7,-2,-30,0
5,-3,-8,0
5,18,1,0
7,0,9,0
7,1,5,0
1,-6,-27,0
7,-1,-14,0
1,1,-25,0
4,8,10,0
0,0,7,0
5,-5,-1,0
7,1,7,0
1,2,10,0
0,17,3,0
5,31,15,0
7,6,6,0
2,3,-4,0
5,-9,-21,0
0,6,-20,0
5,-8,-18,0
5,5,-29,0
5,1,-9,0
2,21,8,0
7,7,4,0
8,16,5,1
4,16,5,0
0,3,-16,0
1,28,17,0
0,14,11,0
5,30,15,0
5,19,21,0
5,33,18,0
1,24,19,0
7,-1,-25,0
4,22,6,0
8,15,7,1
5,8,2,0
6,21,15,0
4,10,13,0
0,15,7,0
5,1,-14,0
2,26,14,0
5,-8,-29,0
1,10,0,0
1,9,0,0
0,23,4,0
0,3,-27,0
3,14,9,0
12,3,-27,2
2,-1,1,0
5,4,-31,0
0,12,9,0
0,2,-18,0
13,-7,-23,2
0,-7,-23,0
6,22,10,0
2,17,11,0
5,33,6,0
7,-1,-34,0
1,29,12,0
5,-3,-14,0
3,29,5,0
1,4,-3,0
1,2,-29,0
1,32,12,0
1,-6,-21,0
5,22,21,0
0,7,13,0
5,7,-20,0
1,16,16,0
5,-5,-32,0
6,20,11,0
1,32,8,0
5,-3,-6,0
0,-3,-25,0
5,6,-2,0
1,5,8,0
4,9,12,0
6,19,10,0
2,0,1,0
1,14,17,0
0,1,-27,0
2,20,8,0
1,31,17,0
7,-1,-12,0
5,-9,-27,0
1,-5,-21,0
7,0,-16,0
4,21,6,0
5,1,-7,0
7,-2,-23,0
0,3,-18,0
1,30,13,0
0,14,3,0
4,8,8,0
2,24,17,0
7,-1,-23,0
0,12,10,0
7,0,-27,0
0,-8,-23,0
10,15,10,1
0,28,9,0
0,22,4,0
0,10,11,0
0,1,-16,0
0,15,10,0
4,13,5,0
5,15,1,0
2,26,16,0
2,-2,1,0
2,27,13,0
7,-2,-12,0
1,3,-29,0
2,-1,3,0
0,23,2,0
0,9,6,0
0,-7,-25,0
0,12,7,0
11,12,7,1
7,-1,-32,0
1,29,14,0
1,20,20,0
0,-4,-21,0
0,11,9,0
5,-3,-12,0
5,33,8,0
7,-2,-9,0
0,29,7,0
1,4,-1,0
6,22,12,0
0,-6,-23,0
0,7,11,0
7,-1,-1,0
1,32,14,0
1,16,18,0
2,-3,-4,0
6,19,12,0
0,-3,-23,0
7,-2,-34,0
4,9,14,0
0,1,1,0
4,14,15,0
0,0,3,0
2,-3,1,0
5,31,19,0
7,-1,-10,0
5,16,1,0
1,1,-29,0
4,20,6,0
5,-2,10,0
0,-5,-23,0
5,-9,-25,0
5,0,11,0
7,0,-18,0
0,21,4,0
5,-3,-34,0
5,1,-5,0
3,30,11,0
5,-5,-5,0
7,-2,-21,0
0,7,8,0
1,-1,5,0
1,21,19,0
6,24,15,0
7,-1,-21,0
0,28,7,0
1,1,-18,0
0,-8,-25,0
0,22,2,0
7,0,-29,0
2,-2,3,0
0,8,6,0
0,13,7,0
0,15,3,0
1,26,18,0
3,12,12,0
0,27,9,0
7,-2,-10,0
3,9,4,0
2,27,11,0
8,14,5,1
4,14,5,0
